item_id,item_definition,category,age,n_children,measure,prop
item_1,aúpa,sounds,10,49,produces,0.0408
item_1,aúpa,sounds,11,36,produces,0.0278
item_1,aúpa,sounds,11,36,understands,0.7222
item_1,aúpa,sounds,12,52,understands,0.7692
item_1,aúpa,sounds,15,65,understands,0.9231
item_10,pií-pií (coche),sounds,10,49,understands,0.1837
item_10,pií-pií (coche),sounds,12,52,understands,0.2692
item_10,pií-pií (coche),sounds,13,58,understands,0.3276
item_100,fotos (cámara),toys,9,45,understands,0.0667
item_100,fotos (cámara),toys,12,52,produces,0.0192
item_100,fotos (cámara),toys,12,52,understands,0.1731
item_101,fútbol,toys,10,49,produces,0
item_101,fútbol,toys,10,49,understands,0.0204
item_101,fútbol,toys,11,36,produces,0
item_101,fútbol,toys,11,36,understands,0.0278
item_101,fútbol,toys,12,52,understands,0.0769
item_101,fútbol,toys,14,55,produces,0.0182
item_102,globo,toys,10,49,understands,0.2245
item_102,globo,toys,11,36,produces,0
item_102,globo,toys,13,58,produces,0.0345
item_102,globo,toys,14,55,produces,0.0545
item_102,globo,toys,15,65,produces,0.2308
item_102,globo,toys,15,65,understands,0.7077
item_103,gol,toys,10,49,understands,0.0204
item_103,gol,toys,12,52,produces,0.0192
item_103,gol,toys,13,58,produces,0
item_103,gol,toys,13,58,understands,0.1897
item_103,gol,toys,14,55,produces,0.1636
item_103,gol,toys,15,65,understands,0.3385
item_104,juguete,toys,8,52,produces,0
item_104,juguete,toys,10,49,produces,0
item_104,juguete,toys,11,36,understands,0.3889
item_104,juguete,toys,13,58,understands,0.3793
item_104,juguete,toys,14,55,produces,0.0182
item_104,juguete,toys,14,55,understands,0.5455
item_104,juguete,toys,15,65,understands,0.6769
item_105,lápiz,toys,8,52,understands,0
item_105,lápiz,toys,9,45,understands,0.0222
item_105,lápiz,toys,11,36,understands,0.1389
item_106,muñeca,toys,9,45,understands,0.1778
item_106,muñeca,toys,10,49,understands,0.2245
item_106,muñeca,toys,11,36,understands,0.3333
item_106,muñeca,toys,12,52,produces,0
item_106,muñeca,toys,13,58,produces,0.069
